period,16+ Population,16+ Total Activity Level,16+ Employment Level,16+ Unemployment Level,16+ Economically Inactive Level,16+ Economic Activity Rate,16+ Employment Rate,16+ Unemployment Rate,16+ Economic Inactivity Rate,16-64 Population,16-64 Total Activity Level,16-64 Employment Level,16-64 Unemployment Level,16-64 Economically Inactive Level,16-64 Economic Activity Rate,16-64 Employment Rate,16-64 Unemployment Rate,16-64 Economic Inactivity Rate
Dec-Feb 2015,51967448.135611504,33025036.86220649,31184889.41036161,1840147.4518448797,18942411.27340501,63.5494680747573,60.00850634224558,5.571976980745555,36.45053192524269,40876409.16533603,31829416.45399585,30009088.631965183,1820327.822030666,9046992.711340178,77.86744751784069,73.41419964406624,5.719010980492365,22.13255248215932
Jan-Mar 2015,51999545.30117665,33043473.35310458,31217642.199435916,1825831.153668664,18956071.948072072,63.545696720461265,60.034452260353746,5.525542469938679,36.454303279538735,40893306.237038046,31825868.39364535,30022598.7287586,1803269.6648867498,9067437.843392696,77.82659638515581,73.41690240141652,5.666050153235748,22.173403614844183
Feb-Apr 2015,52031642.4667418,33002848.981944546,31190008.556406155,1812840.4255383909,19028793.484797254,63.428420509769026,59.944309035300115,5.492981610557845,36.571579490230974,40910203.30874006,31826517.045461755,30033420.944607574,1793096.1008541812,9083686.263278304,77.79603734861502,73.41303272915106,5.633968989735446,22.203962651384977
Mar-May 2015,52063739.63230695,32966099.016435817,31117953.246489987,1848145.769945831,19097640.615871135,63.318730558454675,59.76895525802849,5.606200991583524,36.68126944154533,40927100.38044208,31824037.358381093,29994164.022103716,1829873.336277375,9103063.022060987,77.75785985950012,73.28680444812818,5.749972310774279,22.242140140499878
Apr-Jun 2015,52095836.797872104,33018591.25537455,31170406.562587634,1848184.6927869157,19077245.542497553,63.38047967918086,59.832816744121885,5.597406256652698,36.61952032081914,40943997.4521441,31862347.628549095,30036377.95194848,1825969.676600615,9081649.823595002,77.81933765942185,73.35966154026706,5.730807088943194,22.18066234057815
May-Jul 2015,52127933.96343725,33068458.00519117,31247165.555858213,1821292.4493329553,19059475.958246082,63.437116131219625,59.94322655828851,5.507642506484712,36.562883868780375,40960894.523846105,31886857.762098107,30088420.802731305,1798436.9593668017,9074036.761748001,77.84707373403336,73.4564543877693,5.640057019053442,22.152926265966656
Jun-Aug 2015,52162125.291602574,33059062.832324244,31279913.800019167,1779149.0323050758,19103062.45927833,63.37752276678482,59.966716511558296,5.381728578722663,36.62247723321518,40980109.30614565,31888106.550172713,30133127.892321914,1754978.6578507968,9092002.755972944,77.81362004661749,73.53110668204818,5.503552414093685,22.18637995338252
Jul-Sep 2015,52196316.619767874,33153282.94993027,31392955.52770471,1760327.4222255615,19043033.66983761,63.516518208440786,60.144005479144326,5.309662469578337,36.483481791559214,40999324.088445194,31974764.654026322,30235067.643816106,1739697.0102102146,9024559.434418872,77.9885165546857,73.74528316269787,5.4408438311715575,22.0114834453143
Aug-Oct 2015,52230507.9479332,33212129.077678632,31496598.9025955,1715530.1750831292,19018378.87025456,63.587604988997356,60.303068340812196,5.165372479044444,36.41239501100264,41018538.870744735,32026964.575962353,30331830.34146115,1695134.2345012026,8991574.294782378,78.07924284403178,73.94663773139524,5.292834512870057,21.92075715596821
Sep-Nov 2015,52264699.276098505,33261788.443703298,31574473.55435603,1687314.8893472664,19002910.832395203,63.64102138613941,60.41261882625153,5.072832725766096,36.358978613860586,41037753.65304427,32041609.224838518,30373303.662957422,1668305.5618810933,8996144.428205753,78.07837021425661,74.01307566625121,5.206684689818357,21.921629785743402
Oct-Dec 2015,52298890.60426383,33289576.533475433,31601582.663187068,1687993.870288365,19009314.070788395,63.652548168510094,60.42495796385145,5.070637857441494,36.347451831489906,41056968.43534382,32081800.721076693,30412671.435153186,1669129.2859235068,8975167.71426712,78.13972132793695,74.07432305443305,5.202729424183922,21.860278672063043
Nov-Jan 2016,52333081.93242915,33288297.583392654,31603473.890146352,1684823.6932463013,19044784.349036492,63.608517507861414,60.38909371122415,5.061309275506027,36.39148249213858,41076183.217643365,32082333.372730207,30416479.720403947,1665853.652326259,8993849.844913155,78.10446555548022,74.04894354288307,5.1924329598240035,21.895534444519775
Dec-Feb 2016,52367273.26059446,33319454.841419194,31618295.100660488,1701159.7407587068,19047818.41917526,63.626484189108155,60.37796725317137,5.105604965192907,36.37351581089184,41095397.9999429,32130664.701775927,30450726.760647945,1679937.9411279806,8964733.298166974,78.18555426040787,74.09765628913061,5.228456854909469,21.81444573959213
Jan-Mar 2016,52401464.58875977,33323479.740840323,31635976.878640417,1687502.8621999044,19077984.84791945,63.592649561150395,60.37231426051859,5.064005546010695,36.4073504388496,41114612.78224245,32127933.756287083,30461778.521284122,1666155.2350029596,8986679.02595536,78.14237221799462,74.08990735877896,5.186001837659141,21.85762778200538
Feb-Apr 2016,52435655.91692509,33334906.8924089,31667963.659164652,1666943.2332442496,19100749.024516188,63.57297588728955,60.393949699679304,5.000593637847687,36.427024112710455,41133827.56454198,32142765.276704837,30498405.534584183,1644359.7421206539,8991062.287837144,78.14192643821072,74.14434138600392,5.115800485630239,21.858073561789286
Mar-May 2016,52469847.24509041,33426037.81880583,31777151.306404166,1648886.5124016614,19043809.42628458,63.70523181184503,60.56269071638577,4.932940366249394,36.29476818815497,41153042.34684153,32206778.355204053,30579651.39302709,1627126.9621769628,8946263.99163748,78.26098999865536,74.30714632298397,5.052125811006637,21.739010001344653
Apr-Jun 2016,52504038.573255725,33457367.360322878,31812732.85511159,1644634.5052112876,19046671.212932847,63.72341684467153,60.59102065210698,4.915612419528445,36.27658315532847,41172257.12914107,32244424.04545494,30617830.936573908,1626593.1088810354,8927833.083686128,78.31590078804022,74.36519897497456,5.044571757858128,21.68409921195977
May-Jul 2016,52538229.901421025,33482075.158918392,31845394.250381246,1636680.9085371452,19056154.742502637,63.72897454242703,60.613755564535886,4.888230197109493,36.271025457572975,41191471.9114406,32286432.45829032,30667118.24737534,1619314.2109149806,8905039.453150285,78.38135167324045,74.45016364869883,5.015463424170243,21.618648326759555
Jun-Aug 2016,52561435.39569995,33547797.323684495,31877895.51738498,1669901.8062995153,19013638.072015457,63.825877415876356,60.6488298452993,4.9776794291068915,36.17412258412365,41201737.04556765,32321185.000374064,30666417.35899979,1654767.6413742735,8880552.045193586,78.44617076369374,74.42991378029483,5.119761671346896,21.55382923630626
Jul-Sep 2016,52584640.889978856,33497421.443153284,31878146.147996627,1619275.2951566584,19087219.446825568,63.7019115776389,60.62254226418364,4.834029681671604,36.29808842236108,41212002.17969468,32260163.205681395,30657531.575901955,1602631.62977944,8951838.97401329,78.27856328119896,74.38981353593891,4.967834848080364,21.721436718801048
Aug-Oct 2016,52607846.38425776,33477840.68692488,31862697.0127671,1615143.674157781,19130005.69733289,63.63659223454299,60.56643486227487,4.824515682663465,36.363407765457026,41222267.313821726,32257413.748905666,30659012.123404585,1598401.6255010827,8964853.564916058,78.25240058566558,74.37488066825644,4.955145003077963,21.747599414334406
Sep-Nov 2016,52631051.87853668,33480201.20772205,31876512.27260188,1603688.9351201688,19150850.67081463,63.6130193350278,60.565979844308124,4.789962058980355,36.3869806649722,41232532.44794877,32258810.399664495,30671936.77396918,1586873.625695316,8973722.04828427,78.23630634472296,74.38771026904277,4.919194496123825,21.763693655277034
Oct-Dec 2016,52654257.372815594,33501827.342809245,31914400.452227414,1587426.8905818309,19152430.03000635,63.62605611470576,60.6112440752117,4.738329268843756,36.37394388529424,41242797.5820758,32298006.436518293,30727861.199905574,1570145.23661272,8944791.145557506,78.31187099333697,74.50479356730146,4.86143081214266,21.688129006663047
Nov-Jan 2017,52677462.8670945,33492883.454205427,31917541.865182552,1575341.5890228758,19184579.41288908,63.58104895580894,60.59050707455419,4.7035113927316194,36.418951044191076,41253062.71620284,32282362.065578766,30722751.09554483,1559610.9700339367,8970700.650624078,78.25446146304992,74.47386708448667,4.831155065003375,21.74553853695009
Dec-Feb 2017,52700668.36137342,33483329.557252035,31930537.883229904,1552791.67402213,19217338.804121383,63.53492393617043,60.58848753924564,4.637506766963133,36.46507606382957,41263327.85032988,32305048.384339854,30765755.53531389,1539292.849025964,8958279.465990027,78.28997336694836,74.55955963345289,4.764867802433471,21.710026633051626
Jan-Mar 2017,52723873.85565232,33547460.037336327,32017428.946596812,1530031.0907395165,19176413.81831599,63.628594759904644,60.726624591839155,4.5607956281539135,36.37140524009535,41273592.98445691,32348928.818606608,30832354.27954062,1516574.5390659864,8924664.165850306,78.37681791064031,74.70237517521598,4.68817544954897,21.623182089359695
Feb-Apr 2017,52747079.349931225,33549831.498236436,32027222.486220054,1522609.0120163823,19197247.851694793,63.60509797265236,60.71847556477421,4.538350698114293,36.39490202734765,41283858.118583955,32348778.180686966,30838586.42119652,1510191.7594904434,8935079.93789699,78.35696481605032,74.69889643699389,4.668466150576487,21.643035183949674
Mar-May 2017,52770284.84421015,33574228.64664812,32082228.138784688,1492000.5078634254,19196056.19756203,63.62336065792871,60.7960109245169,4.443886182958902,36.376639342071286,41294123.252711,32382679.171097938,30904133.923365936,1478545.2477320037,8911444.081613056,78.41958278887053,74.83906059523143,4.565852133234329,21.58041721112946
Apr-Jun 2017,52793490.33848906,33625504.90739913,32137796.81182278,1487708.0955763515,19167985.43108993,63.69252097523182,60.87454458072218,4.42434425794745,36.30747902476818,41304388.386838034,32460563.68462346,30991536.60783504,1469027.0767884231,8843824.702214573,78.58865595735894,75.03206757979919,4.525574759147821,21.411344042641065
May-Jul 2017,52816695.83276796,33666314.47493487,32206038.646748208,1460275.828186664,19150381.357833095,63.74180350382308,60.97700384121205,4.337498330189554,36.25819649617692,41314653.52096508,32499533.691022374,31064244.881012492,1435288.8100098819,8815119.829942701,78.66345454048287,75.18941158552612,4.416336627027865,21.336545459517115
Jun-Aug 2017,52839274.430855334,33631870.173367985,32176249.475372612,1455620.6979953693,19207404.25748735,63.64937924607222,60.89457098332787,4.328099182388106,36.35062075392777,41324403.539416045,32449554.60894081,31018117.017690986,1431437.5912498236,8874848.930475237,78.5239515386829,75.06004772241972,4.41127038105916,21.47604846131712
Jul-Sep 2017,52861853.028942704,33566816.883612044,32134361.25499987,1432455.6286121737,19295036.145330656,63.49913020497726,60.78932049053558,4.2674753271333445,36.50086979502273,41334153.557867035,32380369.75964628,30969697.57951039,1410672.180135892,8953783.79822075,78.33804970583074,74.92520086604266,4.356566001583862,21.661950294169255
Aug-Oct 2017,52884431.62703006,33590720.921510965,32164974.626187548,1425746.2953234129,19293710.7055191,63.5172202632546,60.8212542644545,4.244464709926447,36.4827797367454,41343903.57631801,32407189.10100241,31003812.017019685,1403377.0839827256,8936714.475315599,78.38444437444316,74.99004529117279,4.330449887550774,21.61555562555683
Sep-Nov 2017,52907010.22511742,33723725.06403829,32282506.348874323,1441218.7151639713,19183285.16107913,63.74150593757813,61.01744591409233,4.273604746887326,36.25849406242187,41353653.594768986,32536267.71603562,31117259.035673786,1419008.6803618344,8817385.87873337,78.67809706698148,75.24669849149666,4.3613136354372655,21.321902933018528
Oct-Dec 2017,52929588.82320479,33689364.6172653,32222423.49650218,1466941.1207631207,19240224.205939494,63.64939793844684,60.87790253601136,4.354315189462894,36.35060206155316,41363403.61321996,32501477.88196544,31055607.28110487,1445870.6008605703,8861925.731254525,78.57544361165142,75.07991259979228,4.448630324170154,21.42455638834858
Nov-Jan 2018,52952167.42129216,33764426.0144501,32309530.04152634,1454895.9729237617,19187741.40684206,63.76401129309273,61.01644486894906,4.3089610713391435,36.23598870690727,41373153.63167095,32551740.428497422,31113699.323954314,1438041.104543107,8821413.203173526,78.6784123789375,75.2026292241279,4.417708809462532,21.321587621062505
Dec-Feb 2018,52974746.01937952,33754268.195665814,32330983.973316543,1423284.2223492726,19220477.823713705,63.71765932264714,61.030937196922174,4.216605183376567,36.28234067735287,41382903.65012193,32552715.353120588,31149054.08107482,1403661.272045767,8830188.297001336,78.66223121592067,75.2703443538647,4.311963708155634,21.337768784079316
Jan-Mar 2018,52997324.61746688,33831458.96728152,32409793.264386788,1421665.7028947347,19165865.650185365,63.8361638280347,61.15364029848622,4.202200396588367,36.163836171965315,41392653.6685729,32630622.728683125,31231160.793791123,1399461.9348920034,8762030.939889777,78.83191783245758,75.45097505430819,4.288799348171317,21.16808216754243
Feb-Apr 2018,53019903.21555425,33875386.251672536,32454860.542105317,1420525.7095672172,19144516.963881716,63.891829666212296,61.212598616332734,4.193386014888852,36.10817033378771,41402403.68702388,32649231.356246796,31250134.295791946,1399097.0604548487,8753172.330777086,78.858299153485,75.47903385519183,4.285237361911611,21.141700846515004
Mar-May 2018,53042481.813641615,33871894.868368864,32459349.149326134,1412545.7190427314,19170586.94527275,63.8580505855169,61.19500453121359,4.1702589256730125,36.1419494144831,41412153.70547486,32662406.466544073,31271551.281929947,1390855.184614127,8749747.238930788,78.87154746609077,75.51297984725609,4.258275292847061,21.12845253390923
Apr-Jun 2018,53065060.41172899,33817508.14542447,32450587.814803652,1366920.3306208155,19247552.266304523,63.728389043631,61.15245617930378,4.04204923894063,36.271610956369,41421903.723925844,32593386.061590876,31242832.50764948,1350553.553941396,8828517.662334967,78.6863546369659,75.42587302573253,4.143642981399018,21.313645363034095
May-Jul 2018,53087639.00981635,33833219.149011455,32470690.327440254,1362528.8215711976,19254419.860804897,63.73087931590895,61.16431420398287,4.027192374365027,36.269120684091064,41431653.74237682,32582374.186654486,31236016.443089522,1346357.7435649647,8849279.555722335,78.64125914271392,75.39167187801854,4.132165863212091,21.358740857286083
Jun-Aug 2018,53114310.383589305,33843200.55755517,32475532.321780838,1367668.2357743336,19271109.826034136,63.717669142536174,61.14271669394541,4.041190588485919,36.282330857463826,41442769.64957972,32609042.977236316,31258692.286574073,1350350.6906622443,8833726.672343403,78.68451663091733,75.4261661343647,4.141031343989137,21.315483369082667
Jul-Sep 2018,53140981.75736226,33879686.84282713,32497327.6334143,1382359.2094128272,19261294.914535135,63.75434875764855,61.15304339275225,4.080200669580554,36.24565124235146,41453885.55678262,32631054.49992336,31263653.827796403,1367400.6721269558,8822831.05685926,78.7165161037222,75.41790934162768,4.190488763181611,21.283483896277808
Aug-Oct 2018,53167653.13113522,33939029.107494,32560227.766210005,1378801.3412839936,19228624.02364122,63.83398007767085,61.240671439647556,4.062583337068837,36.16601992232915,41465001.46398552,32699979.697677303,31335964.474344052,1364015.2233332521,8765021.766308215,78.8616388355344,75.57208095497343,4.17130296698667,21.138361164465618
Sep-Nov 2018,53194324.504908174,33987575.00693624,32612102.987842817,1375472.0190934166,19206749.49797194,63.893235459358536,61.307485885705226,4.046984872597436,36.106764540641464,41476117.37118841,32724030.046353318,31362978.19930026,1361051.8470530603,8752087.324835094,78.89848934868053,75.61695787148753,4.159181632351338,21.101510651319487
Oct-Dec 2018,53220995.87868112,34037478.31511039,32668554.513481632,1368923.8016287643,19183517.56357073,63.95498196369692,61.382832046116896,4.02181321705331,36.045018036303084,41487233.27839131,32750560.7429719,31399585.727133922,1350975.0158379795,8736672.535419408,78.94129869592939,75.68493545094618,4.125043923493407,21.058701304070617
Nov-Jan 2019,53247667.252454095,34131075.468209766,32786455.546686105,1344619.9215236574,19116591.78424433,64.09872437489122,61.57350591762315,3.9395767730086857,35.901275625108774,41498349.18559421,32842929.227752812,31519143.258371953,1323785.9693808598,8655419.957841396,79.14273669265367,75.95276409046544,4.030657436798418,20.857263307346333
Dec-Feb 2019,53274338.626227036,34144486.20583952,32795520.965745583,1348965.2400939413,19129852.420387518,64.09180683667867,61.55969611530813,3.9507557148809465,35.90819316332134,41509465.0927971,32864093.64220227,31534923.798153695,1329169.844048575,8645371.450594835,79.17252985248655,75.9704412659988,4.044443940914676,20.82747014751346
Jan-Mar 2019,53301010.0,34080185.800678015,32775974.943121165,1304210.857556852,19220824.199321985,63.939099466741844,61.492221147631476,3.826888929493175,36.06090053325816,41520581.0,32802236.682434723,31515260.828910537,1286975.8535241885,8718344.317565275,79.00235471761515,75.90274526483755,3.9234393251401407,20.997645282384838
Feb-Apr 2019,53327884.0,34155581.8630834,32843376.24372811,1312205.6193552897,19172302.1369166,64.04826012425957,61.587623172387836,3.841848236154833,35.95173987574043,41531720.0,32861762.36042111,31567454.35733469,1294308.0030864174,8669957.63957889,79.12449173889526,76.00805927935248,3.9386445221370394,20.87550826110474
Mar-May 2019,53354436.0,34182386.83100755,32882262.038236663,1300124.7927708814,19172049.168992452,64.0666257459971,61.62985592844925,3.803493299629713,35.9333742540029,41542697.0,32854968.66091644,31572370.72421947,1282597.936696969,8687728.339083558,79.08723080958475,75.99980984436199,3.9038172580049353,20.912769190415244
Apr-Jun 2019,53381311.0,34294702.19455463,32963051.35881128,1331650.8357433479,19086608.805445373,64.24477322138947,61.75017200085491,3.8829636956427334,35.755226778610535,41554077.0,32932201.40992266,31617574.46342852,1314626.9464941402,8621875.590077344,79.25143280146172,76.08777945766553,3.9919194290425897,20.74856719853829
May-Jul 2019,53408068.0,34226503.67779889,32905930.900471836,1320572.7773270542,19181564.32220111,64.08489383626251,61.61228468416389,3.858333850745167,35.91510616373749,41565044.0,32911296.091620192,31605906.917206686,1305389.174413504,8653747.908379812,79.18022675886063,76.03963300798307,3.966386406598796,20.819773241139387
Jun-Aug 2019,53420939.0,34202867.57653092,32874592.579699356,1328274.996831566,19218071.423469078,64.02520849835851,61.53877710704291,3.8835193974875732,35.97479150164148,41568598.0,32871564.168990582,31560393.878571622,1311170.2904189606,8697033.831009418,79.07787548906649,75.92364283869189,3.988767567245413,20.92212451093351
Jul-Sep 2019,53434610.0,34221112.7469513,32896235.875559144,1324876.87139215,19213497.253048707,64.04297279787632,61.56353695771176,3.8715189689738567,35.95702720212369,41572669.0,32906635.368001323,31598264.053607106,1308371.3143942207,8666033.631998673,79.15449298672964,76.00730194543705,3.976010612335321,20.84550701327036
Aug-Oct 2019,53448057.0,34206848.116217606,32906942.037430674,1299906.078786925,19241208.883782394,64.00017144910919,61.5680791491273,3.800134038571751,35.99982855089081,41576629.0,32892084.52191077,31614303.475503065,1277781.0464077047,8684544.47808923,79.11195619517584,76.03864054371282,3.8847676119661014,20.88804380482417
Sep-Nov 2019,53461456.0,34318450.926835254,33005330.89334373,1313120.0334915211,19143005.073164754,64.1928849203719,61.736685385717394,3.826280027297879,35.80711507962812,41580526.0,32980468.69989645,31692150.715176143,1288317.9847203037,8600057.300103555,79.31710315520407,76.21873449887609,3.9063058698263693,20.682896844795938
Oct-Dec 2019,53474544.0,34340248.59816757,33056798.417284228,1283450.1808833443,19134295.40183243,64.2179362916448,61.817821985137876,3.737451629723585,35.7820637083552,41584189.0,33012083.033705976,31761301.000913523,1250782.0327924513,8572105.966294028,79.38614128967617,76.37831051824413,3.788861283050145,20.61385871032384
Nov-Jan 2020,53487923.0,34444006.73493102,33102825.945703633,1341180.7892273883,19043916.265068978,64.39585761243902,61.88841160593137,3.89380015962906,35.60414238756098,41588004.0,33073698.1156018,31764389.263681244,1309308.8519205553,8514305.884398203,79.5270148468818,76.37872994260856,3.958761573453793,20.472985153118202
Dec-Feb 2020,53501434.0,34545029.74533577,33181307.813735235,1363721.9316005348,18956404.254664235,64.56841838171249,62.019473746694786,3.947664661613623,35.43158161828753,41592040.0,33146249.524778277,31814111.889552627,1332137.635225654,8445790.475221721,79.69373352395861,76.49086673688674,4.0189694288936755,20.306266476041383
Jan-Mar 2020,53514640.0,34386830.138086766,32976043.1956731,1410786.942413664,19127809.861913238,64.25686529534117,61.62060175621681,4.102695528341474,35.743134704658836,41595901.0,32966068.572022133,31582986.394803762,1383082.1772183664,8629832.427977871,79.2531662483333,75.92812184739974,4.195472002361149,20.746833751666713
Feb-Apr 2020,53527878.0,34218990.05356549,32818540.88475229,1400449.1688131937,19308887.946434516,63.92741751048956,61.311118824385844,4.092608129640788,36.07258248951045,41599702.0,32853586.47224937,31474668.481400326,1378917.9908490437,8746115.52775063,78.97553321956337,75.66080276584752,4.1971612201723625,21.024466780436622
Mar-May 2020,53541396.0,34117582.96717316,32709228.018633917,1408354.948539244,19423813.03282684,63.72187786656358,61.09147400384166,4.127944672676016,36.27812213343642,41603566.0,32794840.188982524,31412336.761134677,1382503.4278478478,8808725.811017476,78.82699331346386,75.50395262063515,4.215612638698882,21.173006686536137
Apr-Jun 2020,53554878.0,34023569.56823836,32633794.38294875,1389775.1852896174,19531308.431761634,63.530290496111974,60.935241758834266,4.0847424386270115,36.46970950388802,41607629.0,32749939.035703994,31380555.07397949,1369383.9617245113,8857689.964296,78.71138015507684,75.42019535402868,4.181332857540921,21.28861984492315
May-Jul 2020,53568166.0,34063860.56208897,32575834.082549363,1488026.4795395983,19504305.43791103,63.58974574953521,60.8119271482047,4.368343619852891,36.41025425046478,41611359.0,32775901.491673872,31313033.791240856,1462867.7004330177,8835457.508326123,78.76671726024107,75.25116829575515,4.463241692389858,21.233282739758927
Jun-Aug 2020,53592865.0,34070245.21669403,32491285.07553446,1578960.141159571,19522619.783305973,63.57235280609467,60.62613946004652,4.634425526194624,36.42764719390533,41622646.0,32765827.87588357,31211959.729781196,1553868.1461023777,8856818.124116428,78.72115548800903,74.98792779724094,4.742343614781855,21.278844511990968
Jul-Sep 2020,53617714.0,34045727.257402174,32357231.65398919,1688495.6034129874,19571986.742597826,63.49716300363378,60.348025382039204,4.959493420854674,36.50283699636621,41634042.0,32717412.195536017,31059372.25427621,1658039.9412598093,8916629.804463983,78.58331937969419,74.60090532232304,5.067760039670965,21.41668062030581
Aug-Oct 2020,53642503.0,34081140.74978375,32323250.87526487,1757889.8745188804,19561362.250216253,63.533837617129365,60.256790916831136,5.157954915373643,36.466162382870635,41645465.0,32736533.730691478,31008063.40196064,1728470.3287308346,8908931.26930852,78.60767968539066,74.45723898619127,5.279943023137915,21.392320314609332
Sep-Nov 2020,53667636.0,34140026.21186781,32358414.33458467,1781611.8772831417,19527609.78813219,63.61380667459958,60.29409295126148,5.218542792635042,36.38619332540042,41657070.0,32785417.328092687,31041082.92197937,1744334.4061133135,8871652.671907315,78.70312849197673,74.51576148293523,5.320458143501056,21.296871508023287
Oct-Dec 2020,53692216.0,34059538.36266676,32268272.339229815,1791266.023436947,19632677.63733324,63.43477863284086,60.09860412397546,5.259219911801224,36.56522136715915,41668291.0,32726645.416580442,30967784.18078258,1758861.2357978632,8941645.58341956,78.54088716184793,74.31978475138943,5.374401236085028,21.459112838152063
Nov-Jan 2021,53717185.0,34030980.31050072,32269809.844246082,1761170.466254642,19686204.68949928,63.35212895184421,60.07353111345295,5.175197570524317,36.647871048155785,41679726.0,32705652.063196674,30977739.49317001,1727912.570026665,8974073.936803326,78.46897089293887,74.32328008387103,5.2832231159551375,21.53102910706113
Dec-Feb 2021,53742121.0,34062516.40683854,32344385.848495506,1718130.5583430398,19679604.593161453,63.38141437856266,60.1844237753391,5.044050585757957,36.61858562143733,41691329.0,32744485.1112657,31060179.11928551,1684305.9919801904,8946843.888734298,78.54027659148429,74.50033343692523,5.143785239734024,21.459723408515707
Jan-Mar 2021,53767042.0,33981145.13372548,32313707.71796385,1667437.4157616263,19785896.86627452,63.20069669022425,60.09947082073782,4.9069488659072125,36.79930330977575,41702779.0,32670256.153358657,31034903.405890256,1635352.7474683987,9032522.84664134,78.34071718184215,74.41926929111908,5.005631849936617,21.65928281815785
Feb-Apr 2021,53791715.0,33950515.84494498,32310366.527323492,1640149.3176214972,19841199.155055016,63.114767478495494,60.065693252805744,4.8309996970655895,36.8852325215045,41714035.0,32652418.700458094,31046094.605675876,1606324.0947822228,9061616.299541906,78.27681666484216,74.42601658093223,4.919464342038733,21.723183335157835
Mar-May 2021,53816702.0,33960636.91334043,32332184.339931123,1628452.573409306,19856065.08665957,63.10426995942714,60.07834582641486,4.795117881813391,36.89573004057285,41725637.0,32664251.136353113,31073279.785270143,1590971.3510829709,9061385.863646882,78.28340915766753,74.47047431599461,4.870680624030369,21.716590842332455
Apr-Jun 2021,53841502.0,34039773.639923975,32450387.4601851,1589386.1797388748,19801728.360076025,63.222184328966115,60.270212112925634,4.669203140278063,36.77781567103389,41737105.0,32742342.51666116,31189066.85767498,1553275.6589861827,8994762.483338837,78.44900243239478,74.72743223967015,4.743935649062946,21.550997567605222
May-Jul 2021,53866656.0,34085171.33152142,32520878.73322234,1564292.5982990786,19781484.668478586,63.27693950692135,60.37293039542373,4.589364046565452,36.72306049307866,41748612.0,32768482.478561215,31237992.658586524,1530489.8199746904,8980129.521438787,78.48999262193726,74.82402686486085,4.670615494556434,21.51000737806274
Jun-Aug 2021,53907856.0,34158332.24729918,32613107.555147544,1545224.6921516324,19749523.752700828,63.36429378178049,60.497875402701126,4.523712343344308,36.635706218219525,41774555.0,32815363.46423292,31303863.81739207,1511499.646840849,8959191.535767084,78.5534722374252,74.93524184133635,4.606073153778433,21.44652776257481
Jul-Sep 2021,53949346.0,34221150.45146698,32724367.770781793,1496782.6806851863,19728195.548533022,63.43200240363799,60.657580113727036,4.373852605592407,36.567997596362005,41800531.0,32834784.97297492,31369639.543165028,1465145.4298098893,8965746.02702508,78.55111929792213,75.04603121707957,4.462174584105837,21.448880702077876
Aug-Oct 2021,53990809.0,34167431.6506025,32694695.96616839,1472735.684434109,19823377.34939751,63.28379271109365,60.55604013299447,4.310349397913083,36.71620728890636,41826814.0,32803938.307378594,31364503.20126262,1439435.1061159773,9022875.692621408,78.4280110538149,74.98659400943762,4.387994796930236,21.571988946185115
Sep-Nov 2021,54032233.0,34130112.958085224,32694949.713457964,1435163.2446272555,19902120.041914783,63.16620850758699,60.51008425555532,4.204976544876256,36.83379149241303,41852908.0,32791031.17434667,31386044.35128206,1404986.8230646113,9061876.825653333,78.34827432862413,74.99131088162872,4.284668010574096,21.65172567137589
Oct-Dec 2021,54073315.0,34157266.35502793,32731738.820445485,1425527.5345824473,19916048.64497207,63.16843410659755,60.532147549018376,4.173423949579649,36.83156589340245,41878646.0,32828229.22610721,31433214.791886456,1395014.4342207536,9050416.773892794,78.3889460659908,75.05785834596098,4.24943552274012,21.611053934009217
Nov-Jan 2022,54114908.0,34137324.735156715,32735100.242163762,1402224.492992952,19977583.264843278,63.08303200877051,60.491833862424315,4.107599244731838,36.91696799122947,41904848.0,32817358.92158324,31444916.094730314,1372442.8268529275,9087489.078416755,78.31399107230563,75.03885014624159,4.182063614967817,21.68600892769437
Dec-Feb 2022,54156368.0,34101994.171952285,32767219.787088547,1334774.384863738,20054373.82804772,62.96950004467118,60.50483257497723,3.914065488761194,37.030499955328835,41930919.0,32771971.44915434,31463933.935243685,1308037.5139106596,9158947.55084566,78.15705505799751,75.03754910605151,3.991329956881226,21.842944942002486
Jan-Mar 2022,54197638.0,34082211.411263496,32790410.62641064,1291800.7848528544,20115426.588736497,62.885049365552604,60.50154921218272,3.7902493158819492,37.11495063444738,41956823.0,32779969.372152403,31513498.04271289,1266471.3294395115,9176853.627847595,78.12786342796356,75.10935239952006,3.8635525099526724,21.872136572036435
Feb-Apr 2022,54239265.0,34179979.74720943,32873212.64244607,1306767.1047633605,20059285.252790563,63.01704078624485,60.607776750747036,3.823194496977575,36.98295921375514,41983023.0,32836138.70868344,31553158.689330727,1282980.0193527145,9146884.291316558,78.21289741018278,75.15694781990979,3.9072195142525494,21.787102589817216
Mar-May 2022,54280575.0,34333792.47780987,33052678.416458465,1281114.0613514045,19946782.52219014,63.252448003378504,60.892277608441816,3.7313502788233954,36.74755199662151,42009072.0,32927708.393392824,31674310.37216255,1253398.0212302706,9081363.60660718,78.38237510553154,75.39873856809442,3.8065145811415584,21.617624894468463
Apr-Jun 2022,54322012.0,34300119.143687434,33002292.237374768,1297826.9063126668,20021892.856312566,63.14221046099588,60.75307416333321,3.783738770340446,36.85778953900412,42035105.0,32820581.74007356,31554379.903565753,1266201.8365078038,9214523.25992644,78.07898122313138,75.06673268346957,3.8579506193267306,21.92101877686862
